family,model,layer,head,delta_ioi,delta_anti,abs_delta_ioi,abs_delta_anti,strength,category
gpt2,gpt2-large,35,10,-0.0080572366714477,-0.0103849172592163,0.0080572366714477,0.0103849172592163,0.018442153930664,weak
gpt2,gpt2-large,35,17,-0.0420945882797241,-0.0443135499954223,0.0420945882797241,0.0443135499954223,0.0864081382751464,weak
gpt2,gpt2-large,35,18,0.0,-0.009300947189331,0.0,0.009300947189331,0.009300947189331,weak
opt,opt-125m,0,1,-0.1689273715019226,-0.1669877767562866,0.1689273715019226,0.1669877767562866,0.33591514825820923,shared
opt,opt-125m,0,3,-0.0832815766334533,0.0,0.0832815766334533,0.0,0.0832815766334533,ioi_only
opt,opt-125m,0,4,-0.1525332927703857,0.0,0.1525332927703857,0.0,0.1525332927703857,ioi_only
opt,opt-125m,0,5,0.0,-0.1483354568481445,0.0,0.1483354568481445,0.1483354568481445,anti_only
opt,opt-125m,0,7,0.0,-0.1710931062698364,0.0,0.1710931062698364,0.1710931062698364,anti_only
opt,opt-125m,0,9,-0.182688295841217,-0.6461760997772217,0.182688295841217,0.6461760997772217,0.8288643956184387,shared
opt,opt-125m,1,3,0.0,-0.1038893163204193,0.0,0.1038893163204193,0.1038893163204193,anti_only
opt,opt-125m,1,4,-0.1868947446346283,-0.185649923980236,0.1868947446346283,0.185649923980236,0.3725446686148643,shared
opt,opt-125m,1,7,-0.18240886926651,-0.1083501279354095,0.18240886926651,0.1083501279354095,0.2907589972019195,shared
opt,opt-125m,1,9,-0.093041330575943,-0.3707654774188995,0.093041330575943,0.3707654774188995,0.4638068079948425,shared
opt,opt-125m,1,10,-0.112739086151123,0.0,0.112739086151123,0.0,0.112739086151123,ioi_only
opt,opt-125m,2,2,-0.1555264890193939,0.0,0.1555264890193939,0.0,0.1555264890193939,ioi_only
opt,opt-125m,2,5,-0.1786002218723297,-0.1258110105991363,0.1786002218723297,0.1258110105991363,0.304411232471466,shared
opt,opt-125m,3,11,0.0,-0.2413897328078746,0.0,0.2413897328078746,0.2413897328078746,anti_only
opt,opt-125m,4,9,-0.1290810406208038,-0.10974583029747,0.1290810406208038,0.10974583029747,0.23882687091827381,shared
opt,opt-125m,5,3,-0.1300402283668518,-0.1445327848196029,0.1300402283668518,0.1445327848196029,0.2745730131864547,shared
opt,opt-125m,6,11,0.0,-0.0948002934455871,0.0,0.0948002934455871,0.0948002934455871,anti_only
opt,opt-125m,7,0,0.0,-0.0971658825874328,0.0,0.0971658825874328,0.0971658825874328,anti_only
opt,opt-125m,7,6,-0.1149446368217468,-0.2341950349509716,0.1149446368217468,0.2341950349509716,0.34913967177271843,shared
opt,opt-125m,8,1,-0.0842767357826232,0.0,0.0842767357826232,0.0,0.0842767357826232,ioi_only
opt,opt-125m,8,4,0.0,-0.1017279028892517,0.0,0.1017279028892517,0.1017279028892517,anti_only
opt,opt-125m,8,5,0.0,-0.1194911897182464,0.0,0.1194911897182464,0.1194911897182464,anti_only
opt,opt-125m,8,8,-0.2330018579959869,-0.2083943858742714,0.2330018579959869,0.2083943858742714,0.44139624387025833,shared
opt,opt-125m,8,9,-0.0858519971370697,0.0,0.0858519971370697,0.0,0.0858519971370697,ioi_only
opt,opt-125m,9,0,0.0,-0.2086041197180748,0.0,0.2086041197180748,0.2086041197180748,anti_only
opt,opt-125m,9,2,-0.0815798342227935,0.0,0.0815798342227935,0.0,0.0815798342227935,ioi_only
opt,opt-125m,9,3,-0.1339569091796875,-0.203018844127655,0.1339569091796875,0.203018844127655,0.33697575330734253,shared
opt,opt-125m,10,1,-0.1083888411521911,0.0,0.1083888411521911,0.0,0.1083888411521911,ioi_only
opt,opt-125m,10,10,-0.0907073020935058,0.0,0.0907073020935058,0.0,0.0907073020935058,ioi_only
